Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 12:56:30,2023-12-28 12:56:30,0.438s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_BMView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:56:30,2023-12-28 12:56:31,0.429s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:56:31,2023-12-28 12:56:31,0.421s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:56:31,2023-12-28 12:56:32,0.432s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 12:56:32,2023-12-28 12:56:32,0.807s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Open""), ""Open"")",Chrome 120.0.0.0,,,2023-12-28 12:56:32,2023-12-28 12:56:33,0.445s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 12:56:33,2023-12-28 12:56:33,0.450s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_TicketsView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:56:33,2023-12-28 12:56:34,0.429s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 12:56:34,2023-12-28 12:56:34,0.777s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC002_Admin_LandingPage,Chrome 120.0.0.0,,,2023-12-28 12:56:34,2023-12-28 12:57:13,38.237s,PASSED
"callTestCase(findTestCase(""Sprint 1/CommandCenter_LoginTC/TC003_LoginValidCredentials_Admin""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 12:56:35,2023-12-28 12:57:09,33.641s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/AdminMenu/adminMenu_Watsons Command Center""), ""Watsons Command Center"")",Chrome 120.0.0.0,,,2023-12-28 12:57:09,2023-12-28 12:57:09,0.344s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Home""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:57:09,2023-12-28 12:57:10,0.469s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Reports""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:57:10,2023-12-28 12:57:10,0.364s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/AdminMenu/adminMenu_Admin""), ""Admin"")",Chrome 120.0.0.0,,,2023-12-28 12:57:10,2023-12-28 12:57:10,0.369s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/AdminMenu/adminMenu_Ticket""), ""Ticket"")",Chrome 120.0.0.0,,,2023-12-28 12:57:10,2023-12-28 12:57:11,0.362s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Upload""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:57:11,2023-12-28 12:57:11,0.393s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/AdminMenu/admin Menu_Audit Trail""), ""Audit Trail"")",Chrome 120.0.0.0,,,2023-12-28 12:57:11,2023-12-28 12:57:12,0.395s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Watsons User/titlePage_Watsons User Role  Access""), ""Watsons User Role & Access"")",Chrome 120.0.0.0,,,2023-12-28 12:57:12,2023-12-28 12:57:12,0.367s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 12:57:12,2023-12-28 12:57:13,0.749s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC003_AP_Dashboard,Chrome 120.0.0.0,,,2023-12-28 12:57:13,2023-12-28 12:57:40,27.229s,PASSED
"callTestCase(findTestCase(""Sprint 1/CommandCenter_LoginTC/TC002_LoginValidCredentials_AP""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 12:57:13,2023-12-28 12:57:25,11.720s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Watsons Command Center""), ""Watsons Command Center"")",Chrome 120.0.0.0,,,2023-12-28 12:57:25,2023-12-28 12:57:25,0.381s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Home""), ""Home"")",Chrome 120.0.0.0,,,2023-12-28 12:57:25,2023-12-28 12:57:26,0.371s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Reports""), ""Reports"")",Chrome 120.0.0.0,,,2023-12-28 12:57:26,2023-12-28 12:57:26,0.360s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Admin""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:57:26,2023-12-28 12:57:26,0.356s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Ticket""), ""Ticket"")",Chrome 120.0.0.0,,,2023-12-28 12:57:26,2023-12-28 12:57:27,0.351s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Upload""), ""Upload"")",Chrome 120.0.0.0,,,2023-12-28 12:57:27,2023-12-28 12:57:27,0.418s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Audit Trail""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:57:27,2023-12-28 12:57:28,0.374s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:28,2023-12-28 12:57:28,0.346s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:28,2023-12-28 12:57:28,0.351s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:28,2023-12-28 12:57:29,0.350s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:29,2023-12-28 12:57:29,0.369s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:29,2023-12-28 12:57:29,0.338s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:29,2023-12-28 12:57:30,0.324s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 12:57:30,2023-12-28 12:57:30,0.752s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_UnreadForm2307""), ""Unread"")",Chrome 120.0.0.0,,,2023-12-28 12:57:30,2023-12-28 12:57:31,0.355s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Form 2307""), ""Form 2307"")",Chrome 120.0.0.0,,,2023-12-28 12:57:31,2023-12-28 12:57:31,0.352s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/buttonForm2307_View All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:31,2023-12-28 12:57:31,0.363s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:31,2023-12-28 12:57:32,0.340s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:32,2023-12-28 12:57:32,0.367s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 12:57:32,2023-12-28 12:57:33,0.876s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_UnreadRA""), ""Unread"")",Chrome 120.0.0.0,,,2023-12-28 12:57:33,2023-12-28 12:57:33,0.379s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Remittance Advice""), ""Remittance Advice"")",Chrome 120.0.0.0,,,2023-12-28 12:57:33,2023-12-28 12:57:34,0.382s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_RAView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:34,2023-12-28 12:57:34,0.364s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:34,2023-12-28 12:57:35,0.354s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:35,2023-12-28 12:57:35,0.364s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 12:57:35,2023-12-28 12:57:36,0.776s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_PublishedBM""), ""Published"")",Chrome 120.0.0.0,,,2023-12-28 12:57:36,2023-12-28 12:57:36,0.350s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 12:57:36,2023-12-28 12:57:36,0.374s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_BMView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:36,2023-12-28 12:57:37,0.348s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:37,2023-12-28 12:57:37,0.348s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:37,2023-12-28 12:57:37,0.349s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 12:57:37,2023-12-28 12:57:38,0.743s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Open""), ""Open"")",Chrome 120.0.0.0,,,2023-12-28 12:57:38,2023-12-28 12:57:39,0.362s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 12:57:39,2023-12-28 12:57:39,0.338s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_TicketsView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:57:39,2023-12-28 12:57:39,0.351s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 12:57:39,2023-12-28 12:57:40,0.742s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC004_Vendor_Dashboard,Chrome 120.0.0.0,,,2023-12-28 12:57:40,2023-12-28 12:58:58,1m - 18.501s,PASSED
"callTestCase(findTestCase(""Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 12:57:40,2023-12-28 12:58:43,1m - 3.149s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/titlePage_Dashboard""), ""Dashboard"")",Chrome 120.0.0.0,,,2023-12-28 12:58:43,2023-12-28 12:58:44,0.323s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/VendorMenu/vendorMenu_Home""), ""Home"")",Chrome 120.0.0.0,,,2023-12-28 12:58:44,2023-12-28 12:58:44,0.353s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/VendorMenu/vendorMenu_Reports""), ""Reports"")",Chrome 120.0.0.0,,,2023-12-28 12:58:44,2023-12-28 12:58:44,0.330s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Admin""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:58:44,2023-12-28 12:58:45,0.343s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/VendorMenu/vendorMenu_Ticket""), ""Ticket"")",Chrome 120.0.0.0,,,2023-12-28 12:58:45,2023-12-28 12:58:45,0.373s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Upload""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:58:45,2023-12-28 12:58:45,0.340s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Homescreen/SuperAdminMenu/menu_Audit Trail""), 2)",Chrome 120.0.0.0,,,2023-12-28 12:58:45,2023-12-28 12:58:46,0.352s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:46,2023-12-28 12:58:46,0.355s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:46,2023-12-28 12:58:47,0.352s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:47,2023-12-28 12:58:47,0.356s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/container_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:47,2023-12-28 12:58:47,0.360s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:47,2023-12-28 12:58:48,0.334s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_Form2307""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:48,2023-12-28 12:58:48,0.361s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_Form2307""))",Chrome 120.0.0.0,,,2023-12-28 12:58:48,2023-12-28 12:58:49,0.771s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_UnreadForm2307""), ""Unread"")",Chrome 120.0.0.0,,,2023-12-28 12:58:49,2023-12-28 12:58:49,0.357s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Form 2307""), ""Form 2307"")",Chrome 120.0.0.0,,,2023-12-28 12:58:49,2023-12-28 12:58:49,0.395s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/buttonForm2307_View All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:49,2023-12-28 12:58:50,0.340s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:50,2023-12-28 12:58:50,0.341s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_RemittanceAdvice""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:50,2023-12-28 12:58:51,0.357s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 12:58:51,2023-12-28 12:58:51,0.661s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_UnreadRA""), ""Unread"")",Chrome 120.0.0.0,,,2023-12-28 12:58:51,2023-12-28 12:58:52,0.381s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Remittance Advice""), ""Remittance Advice"")",Chrome 120.0.0.0,,,2023-12-28 12:58:52,2023-12-28 12:58:52,0.352s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_RAView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:52,2023-12-28 12:58:52,0.325s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:52,2023-12-28 12:58:53,0.349s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_BulletinMemo""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:53,2023-12-28 12:58:53,0.351s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_BulletinMemo""))",Chrome 120.0.0.0,,,2023-12-28 12:58:53,2023-12-28 12:58:54,0.621s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_PublishedBM""), ""Published"")",Chrome 120.0.0.0,,,2023-12-28 12:58:54,2023-12-28 12:58:54,0.362s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Bulletin Memo""), ""Bulletin Memo"")",Chrome 120.0.0.0,,,2023-12-28 12:58:54,2023-12-28 12:58:54,0.381s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_BMView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:54,2023-12-28 12:58:55,0.399s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/counter_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:55,2023-12-28 12:58:55,0.400s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:55,2023-12-28 12:58:56,0.411s,PASSED
"takeElementScreenshot(findTestObject(""Object Repository/Page_Homescreen/icon_Tickets""))",Chrome 120.0.0.0,,,2023-12-28 12:58:56,2023-12-28 12:58:56,0.902s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Open""), ""Open"")",Chrome 120.0.0.0,,,2023-12-28 12:58:56,2023-12-28 12:58:57,0.417s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/label_Tickets""), ""Tickets"")",Chrome 120.0.0.0,,,2023-12-28 12:58:57,2023-12-28 12:58:57,0.431s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Homescreen/button_TicketsView All""), 0)",Chrome 120.0.0.0,,,2023-12-28 12:58:57,2023-12-28 12:58:58,0.438s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 12:58:58,2023-12-28 12:58:58,0.787s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC005_ViewUnreadRA,Chrome 120.0.0.0,,,2023-12-28 12:58:58,2023-12-28 12:59:55,56.989s,PASSED
"callTestCase(findTestCase(""Test Cases/Sprint 1/VendorPortal_Login_TC/TC001_LoginValidCredentials_Vendor""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-28 12:58:59,2023-12-28 12:59:52,52.624s,PASSED
"unRead_RA = getText(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 12:59:52,2023-12-28 12:59:53,0.446s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/counter_RemittanceAdvice""))",Chrome 120.0.0.0,,,2023-12-28 12:59:53,2023-12-28 12:59:53,0.516s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Homescreen/popupUnread_Remittance Advice""), ""Remittance Advice"")",Chrome 120.0.0.0,,,2023-12-28 12:59:53,2023-12-28 12:59:54,0.535s,PASSED
isMatch = false,Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.000s,PASSED
driver = getWebDriver(),Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""RAPopUp""]/div/div[2]""))",Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.324s,PASSED
"table_row = Table.findElements(By.className(""list-item""))",Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.307s,PASSED
rows_count = table_row.size(),Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.001s,PASSED
println($rows_count),Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.038s,PASSED
"verifyEqual(unRead_RA, rows_count)",Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:54,0.031s,PASSED
"click(findTestObject(""Object Repository/Page_Homescreen/close_Icon""))",Chrome 120.0.0.0,,,2023-12-28 12:59:54,2023-12-28 12:59:55,0.449s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-28 12:59:55,2023-12-28 12:59:55,0.723s,PASSED
,,,,,,,
Test Cases/Sprint 1/Dashboard_TC/TC006_ViewUnreadForm2307,Chrome 120.0.0.0,,,2023-12-28 12:59:55,2023-12-28 13:00:51,55.935s,PASSED
